store_name,mall,owner_group,unit,level,scope_of_business,raw_category,subcategory,is_fnb,is_halal,description,website,source
MADAM ANG KK,Square 2,Far East Organization,#01-170,,Food & Beverage,Food & Beverage,Light Bites & Food Kiosks,True,False,,,fareast-sitecore
MAJI CURRY,Square 2,Far East Organization,#02-07,,Food & Beverage,Food & Beverage,Restaurants,True,False,,,fareast-sitecore
MAT PLUS LIT,Square 2,Far East Organization,#03-65,,Education & Enrichment,Education & Enrichment,,False,False,,,fareast-sitecore
MEDIFEET,Square 2,Far East Organization,#03-114/115,,Fashion & Accessories,Fashion & Accessories,,False,False,,,fareast-sitecore
MINDSPACE,Square 2,Far East Organization,#04-27 to 33/55,,Education & Enrichment,Education & Enrichment,,False,False,,,fareast-sitecore
MINISQ,Square 2,Far East Organization,#03-58,,Electronics & Technology,Electrical & Electronics,,False,False,,,fareast-sitecore
MR BEAN,Square 2,Far East Organization,#01-21,,Food & Beverage,Food & Beverage,Light Bites & Food Kiosks,True,False,,,fareast-sitecore
MR YOUTIAO,Square 2,Far East Organization,#02-08/09,,Food & Beverage,Food & Beverage,Restaurants,True,False,,,fareast-sitecore
N'S BOUTIQUE,Square 2,Far East Organization,#03-39,,Fashion & Accessories,Fashion & Accessories,,False,False,,,fareast-sitecore
NATURE'S NUTRITION,Square 2,Far East Organization,#03-45/46,,Food & Beverage,Food & Beverage,Restaurants,True,False,,,fareast-sitecore
NEOLIVE,Square 2,Far East Organization,#03-03,,Beauty & Wellness,Hair / Beauty / Wellness,,False,False,,,fareast-sitecore
NTUC FAIRPRICE,Square 2,Far East Organization,#04-46,,Supermarket & Convenience,Supermarket,,False,False,,,fareast-sitecore
ONCE UPON A THYME,Square 2,Far East Organization,#B1-120,,Food & Beverage,Food & Beverage,Light Bites & Food Kiosks,True,False,,,fareast-sitecore
PARIS BAGUETTE,Square 2,Far East Organization,#01-156 to 159,,Food & Beverage,Food & Beverage,Cafes & Desserts,True,False,,,fareast-sitecore
PAVONINE HOUSE,Square 2,Far East Organization,#01-132,,Jewellery & Watches,Jewellery/Watches/Optical,,False,False,,,fareast-sitecore
PERFUMES & COSMETICS GALLERY,Square 2,Far East Organization,#04-08,,Beauty & Wellness,Hair / Beauty / Wellness,,False,False,,,fareast-sitecore
POLAR PUFFS & CAKES,Square 2,Far East Organization,#B1-127,,Food & Beverage,Food & Beverage,Bakery & Confectionery,True,False,,,fareast-sitecore
POLISH THE NAILS ROOM,Square 2,Far East Organization,#04-06,,Beauty & Wellness,Hair / Beauty / Wellness,,False,False,,,fareast-sitecore
POSB,Square 2,Far East Organization,#02-19,,Services,Services & Others,,False,False,,,fareast-sitecore
PRIX SALON,Square 2,Far East Organization,#01-64/65,,Beauty & Wellness,Hair / Beauty / Wellness,,False,False,,,fareast-sitecore
QB HOUSE,Square 2,Far East Organization,#B1-114,,Beauty & Wellness,Hair / Beauty / Wellness,,False,False,,,fareast-sitecore
QUEEN EXCLUSIVE COLLECTION,Square 2,Far East Organization,#01-68,,Fashion & Accessories,Fashion & Accessories,,False,False,,,fareast-sitecore
RESEARCHBOOKS ASIA,Square 2,Far East Organization,#03-22,,Education & Enrichment,Education & Enrichment,,False,False,,,fareast-sitecore
RUSTIC ROOM,Square 2,Far East Organization,#02-23,,Fashion & Accessories,Fashion & Accessories,,False,False,,,fareast-sitecore
SANOOK KITCHEN,Square 2,Far East Organization,#02-65/66/67,,Food & Beverage,Food & Beverage,Restaurants,True,False,,,fareast-sitecore
SANS & SANS,Square 2,Far East Organization,"#01-140 to 144, 147 to 150",,Fashion & Accessories,Fashion & Accessories,,False,False,,,fareast-sitecore
SHIHLIN TAIWAN STREET SNACKS,Square 2,Far East Organization,#B1-126,,Food & Beverage,Food & Beverage,Light Bites & Food Kiosks,True,False,,,fareast-sitecore
SHINE'S KEY & SHOE,Square 2,Far East Organization,#04-13,,Services,Services & Others,,False,False,,,fareast-sitecore
SK JEWELLERY,Square 2,Far East Organization,#01-37/38/39/40,,Fashion & Accessories,Fashion & Accessories,,False,False,,,fareast-sitecore
SOLMART,Square 2,Far East Organization,#04-20 to 24,,Supermarket & Convenience,Supermarket,,False,False,,,fareast-sitecore
SPARKLE DENTAL SURGERY,Square 2,Far East Organization,#04-25,,Health & Pharmacy,Medical / Dental,,False,False,,,fareast-sitecore
STUFF'D,Square 2,Far East Organization,#B1-117,,Food & Beverage,Food & Beverage,Light Bites & Food Kiosks,True,False,,,fareast-sitecore
SUKIYA,Square 2,Far East Organization,#01-47,,Food & Beverage,Food & Beverage,Restaurants,True,False,,,fareast-sitecore
SUNNYSTEP,Square 2,Far East Organization,#02-74,,Fashion & Accessories,Fashion & Accessories,,False,False,,,fareast-sitecore
SUPER FRIED RICE,Square 2,Far East Organization,#B1-121/123,,Food & Beverage,Food & Beverage,Light Bites & Food Kiosks,True,False,,,fareast-sitecore
SUPERHAIR,Square 2,Far East Organization,#B1-99,,Beauty & Wellness,Hair / Beauty / Wellness,,False,False,,,fareast-sitecore
SUSHIRO,Square 2,Far East Organization,#01-01 to 05/23 to 32/45/46,,Food & Beverage,Food & Beverage,Restaurants,True,False,,,fareast-sitecore
TAI CHEONG BAKERY,Square 2,Far East Organization,#01-15,,Food & Beverage,Food & Beverage,Bakery & Confectionery,True,False,,,fareast-sitecore
TANPOPO HOUSE,Square 2,Far East Organization,#03-110,,Fashion & Accessories,Fashion & Accessories,,False,False,,,fareast-sitecore
THE AIR STATION SLEEP STORE,Square 2,Far East Organization,#01-54,,Beauty & Wellness,Hair / Beauty / Wellness,,False,False,,,fareast-sitecore
THE BUST SPECIALIST,Square 2,Far East Organization,#03-19,,Beauty & Wellness,Hair / Beauty / Wellness,,False,False,,,fareast-sitecore
THE WEARHAUS,Square 2,Far East Organization,#02-73,,Fashion & Accessories,Fashion & Accessories,,False,False,,,fareast-sitecore
THINK ACADEMY,Square 2,Far East Organization,#03-26 to 29,,Education & Enrichment,Education & Enrichment,,False,False,,,fareast-sitecore
TOMORO COFFEE,Square 2,Far East Organization,#01-49/50,,Food & Beverage,Food & Beverage,Cafes & Desserts,True,False,,,fareast-sitecore
TON COFFEE,Square 2,Far East Organization,#B1-130,,Food & Beverage,Food & Beverage,Light Bites & Food Kiosks,True,False,,,fareast-sitecore
TONKOTSU KAZAN,Square 2,Far East Organization,#02-68,,Food & Beverage,Food & Beverage,Restaurants,True,False,,,fareast-sitecore
TRAVEL ZONE,Square 2,Far East Organization,"#01-76 to 78, 115 to 129",,Services,Services & Others,,False,False,,,fareast-sitecore
TT QUICK MASSAGE,Square 2,Far East Organization,#03-54,,Beauty & Wellness,Hair / Beauty / Wellness,,False,False,,,fareast-sitecore
TUN XIANG HOKKIEN DELIGHTS,Square 2,Far East Organization,#03-66,,Food & Beverage,Food & Beverage,Restaurants,True,False,,,fareast-sitecore
TUNG LOK TEAHOUSE,Square 2,Far East Organization,#01-73,,Food & Beverage,Food & Beverage,Restaurants,True,False,,,fareast-sitecore
UNITED OPTOMETRIST,Square 2,Far East Organization,#03-107,,Jewellery & Watches,Jewellery/Watches/Optical,,False,False,,,fareast-sitecore
UNIVERSAL OPTICAL,Square 2,Far East Organization,#02-70,,Jewellery & Watches,Jewellery/Watches/Optical,,False,False,,,fareast-sitecore
WANG LEARNING CENTRE,Square 2,Far East Organization,,,Education & Enrichment,Education & Enrichment,,False,False,,,fareast-sitecore
WEWA,Square 2,Far East Organization,#01-151 to 155,,Food & Beverage,Food & Beverage,Restaurants,True,False,,,fareast-sitecore
WONDER JUICE,Square 2,Far East Organization,#B1-128,,Food & Beverage,Food & Beverage,Light Bites & Food Kiosks,True,False,,,fareast-sitecore
YAKINIKU SHOKUDO,Square 2,Far East Organization,#02-92,,Food & Beverage,Food & Beverage,Restaurants,True,False,,,fareast-sitecore
ZEN BEAUTY,Square 2,Far East Organization,#03-85,,Beauty & Wellness,Hair / Beauty / Wellness,,False,False,,,fareast-sitecore
ZOEO APPAREL,Square 2,Far East Organization,#01-58,,Fashion & Accessories,Fashion & Accessories,,False,False,,,fareast-sitecore
Anytime Fitness,Jurong Point,Link REIT,#JP103-24/25,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Beauty Language,Jurong Point,Link REIT,#JP2B1-44,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
BMF The Aesthetics People,Jurong Point,Link REIT,#JP1B1-60/61,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
British Essential,Jurong Point,Link REIT,#JP102-25,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Cheongdam Skin Management & Aesthetics Clinic,Jurong Point,Link REIT,#JP103-25B,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Chiropractic First,Jurong Point,Link REIT,#JP102-51,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Chrysalis Spa (Imago),Jurong Point,Link REIT,#JP103-04,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Clippers Barber,Jurong Point,Link REIT,#JP103-29,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
De Arte Hair Studio,Jurong Point,Link REIT,#JP103-22/23,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Dead Sea Premier,Jurong Point,Link REIT,#JP201-03/04,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Dollars & Scent,Jurong Point,Link REIT,#JP203-81 A/B,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
EC House,Jurong Point,Link REIT,#JP1B1-58,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Eu Yan Sang,Jurong Point,Link REIT,#JP1B1-37/38,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
EX Style Prestige,Jurong Point,Link REIT,#JP102-35/36,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Glow 2 Go,Jurong Point,Link REIT,#JP201-23,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Guardian,Jurong Point,Link REIT,#JP2B1-27/28,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
HockHua Tonic,Jurong Point,Link REIT,#JP1B1-40,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
HoneyWorld,Jurong Point,Link REIT,#JP102-43,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Hysses,Jurong Point,Link REIT,#JP102-30,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
IVI Aesthetic,Jurong Point,Link REIT,#JP102-12/13,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Japan IPL Express,Jurong Point,Link REIT,#JP2B1-40,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Jean Yip,Jurong Point,Link REIT,#JP102-16/17,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Joyre Medical & Aesthetic Clinic,Jurong Point,Link REIT,#JP2B1-41/42,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
JY Medical Aesthetics Clinics,Jurong Point,Link REIT,#JP103-02,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
kcuts,Jurong Point,Link REIT,#JP103-27/28,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Kohong Lifestyle,Jurong Point,Link REIT,#JP2B1-07/08,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Kskin,Jurong Point,Link REIT,#JP103-01,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
LA Barbershop,Jurong Point,Link REIT,#JP1B1-58,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
LAC,Jurong Point,Link REIT,#JP203-03/04,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Laneige,Jurong Point,Link REIT,#JP201-57/58,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Menaka's Bridal Dressing,Jurong Point,Link REIT,#JP203-126,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Nail Lover,Jurong Point,Link REIT,#JP203-116,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Nail Palace,Jurong Point,Link REIT,#JP103-26A,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
New York Skin Solutions,Jurong Point,Link REIT,#JP2B1-36/37,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
OGAWA,Jurong Point,Link REIT,#JP2B1-33,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Oriental Hair Solutions,Jurong Point,Link REIT,#JP2B1-03/04,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
OSIM,Jurong Point,Link REIT,#JP1B1-34A/35/36,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Pixie Nail Spa,Jurong Point,Link REIT,#JP1B1-56,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Platinum Yoga,Jurong Point,Link REIT,#JP103-06C/D,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
QB House,Jurong Point,Link REIT,#JP2B1-26,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
QIU Nail. Eyelashes,Jurong Point,Link REIT,#JP203-74,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Sa Sa,Jurong Point,Link REIT,#JP101-07/08,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
SkinGO!,Jurong Point,Link REIT,#JP203-83,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Spacio,Jurong Point,Link REIT,#JP2B1-100/101/102,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Sunshine Health & Wellness,Jurong Point,Link REIT,#JP1B1-24,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Svenson Hair Center,Jurong Point,Link REIT,#JP1B1-59,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Syoujin,Jurong Point,Link REIT,#JP2B1-103,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
THEFACESHOP - Nature Collection,Jurong Point,Link REIT,#JP201-01/02,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
TK Trichokare,Jurong Point,Link REIT,#JP1B1-62,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
U Hair,Jurong Point,Link REIT,#JP102-20F,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Unity,Jurong Point,Link REIT,#JP101-26A,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Venus Beauty,Jurong Point,Link REIT,#JP1B1-28,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Watsons,Jurong Point,Link REIT,#JP1B1-12/13/14,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Wing Joo Loong,Jurong Point,Link REIT,#JP1B1-15/16,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Yuen An Zhan Medical Hall,Jurong Point,Link REIT,#JP1B1-22,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Yun Nam Hair Care,Jurong Point,Link REIT,#JP2B1-38/39,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
ZTP,Jurong Point,Link REIT,#JP203-08/09,,Beauty & Wellness,Beauty & Wellness,,False,False,,,linkreit-api
Popular,Jurong Point,Link REIT,#JP1B1-41,,Books & Stationery,Books & Stationery,,False,False,,,linkreit-api
Dementia Singapore Ltd,Jurong Point,Link REIT,#JP104-04,,Services,CSFS,,False,False,,,linkreit-api
Disabled People's Association,Jurong Point,Link REIT,#JP104-01,,Services,CSFS,,False,False,,,linkreit-api
Dyslexia Association of Singapore,Jurong Point,Link REIT,#JP105-01,,Services,CSFS,,False,False,,,linkreit-api
Handicaps Welfare Association Rehab & Training Centre @ Jurong,Jurong Point,Link REIT,#JP104-03,,Services,CSFS,,False,False,,,linkreit-api
IC2P,Jurong Point,Link REIT,#JP104-02,,Services,CSFS,,False,False,,,linkreit-api
My First Skool,Jurong Point,Link REIT,#JP203-200/201,,Services,CSFS,,False,False,,,linkreit-api
SAGE Counselling Centre,Jurong Point,Link REIT,#JP106-04,,Services,CSFS,,False,False,,,linkreit-api
SINDA Service Centre,Jurong Point,Link REIT,#JP106-03,,Services,CSFS,,False,False,,,linkreit-api
Stroke Support Station,Jurong Point,Link REIT,#JP106-01,,Services,CSFS,,False,False,,,linkreit-api
Yue Hwa Chinese Products,Jurong Point,Link REIT,#JP203-05/06/07,,"Department, Value & Outlet",Department Store,,False,False,,,linkreit-api
AGrader Learning Centre,Jurong Point,Link REIT,#JP102-20 B/C/D,,Education & Enrichment,Education,,False,False,,,linkreit-api
Aspire Hub,Jurong Point,Link REIT,#JP101-40/41/42,,Education & Enrichment,Education,,False,False,,,linkreit-api
Aureus Academy,Jurong Point,Link REIT,#JP102-18/19/20/20A,,Education & Enrichment,Education,,False,False,,,linkreit-api
Beijing Language School,Jurong Point,Link REIT,#JP101-17A,,Education & Enrichment,Education,,False,False,,,linkreit-api
Mavis Tutorial Centre,Jurong Point,Link REIT,#JP102-14/15,,Education & Enrichment,Education,,False,False,,,linkreit-api
Mind Stretcher,Jurong Point,Link REIT,#JP2B1-49/50,,Education & Enrichment,Education,,False,False,,,linkreit-api
Stalford Learning Centre,Jurong Point,Link REIT,#JP2B1-05/06,,Education & Enrichment,Education,,False,False,,,linkreit-api
The Ballet and Music Company,Jurong Point,Link REIT,#JP103-12/13/14,,Education & Enrichment,Education,,False,False,,,linkreit-api
Best Denki,Jurong Point,Link REIT,#JP2B1-87/88,,Electronics & Technology,Electronics & Technology,,False,False,,,linkreit-api
Courts,Jurong Point,Link REIT,#JP102-04A/05/10/11A,,Electronics & Technology,Electronics & Technology,,False,False,,,linkreit-api
Harvey Norman,Jurong Point,Link REIT,#JP203-34 to 39,,Electronics & Technology,Electronics & Technology,,False,False,,,linkreit-api
Prism+,Jurong Point,Link REIT,#JP101-50/51,,Electronics & Technology,Electronics & Technology,,False,False,,,linkreit-api
SLR Revolution,Jurong Point,Link REIT,#JP203-24/25,,Electronics & Technology,Electronics & Technology,,False,False,,,linkreit-api
Stryv,Jurong Point,Link REIT,#JP101-13,,Electronics & Technology,Electronics & Technology,,False,False,,,linkreit-api
Tech House,Jurong Point,Link REIT,#JP203-21/22,,Electronics & Technology,Electronics & Technology,,False,False,,,linkreit-api
The Remote Control House,Jurong Point,Link REIT,#JP203-131,,Electronics & Technology,Electronics & Technology,,False,False,,,linkreit-api
2PM,Jurong Point,Link REIT,#JP201-11,,Fashion & Accessories,Fashion & Accessories,,False,False,,,linkreit-api
Calista Fashion,Jurong Point,Link REIT,#JP203-115,,Fashion & Accessories,Fashion & Accessories,,False,False,,,linkreit-api
Clovers,Jurong Point,Link REIT,#JP201-08,,Fashion & Accessories,Fashion & Accessories,,False,False,,,linkreit-api
Coo. Seoul+,Jurong Point,Link REIT,#JP203-13,,Fashion & Accessories,Fashion & Accessories,,False,False,,,linkreit-api
Giordano,Jurong Point,Link REIT,#JP101-22/25,,Fashion & Accessories,Fashion & Accessories,,False,False,,,linkreit-api
Goldlion,Jurong Point,Link REIT,#JP101-06,,Fashion & Accessories,Fashion & Accessories,,False,False,,,linkreit-api
